,date,home_team,away_team,home_score,away_score,tournament,city,country,neutral,rank_status
18300,1994-05-09,Greece,Cameroon,0,3,Friendly,Piraeus,Greece,False,2
18301,1994-05-11,Bolivia,Cameroon,1,1,Friendly,Piraeus,Greece,True,2
18302,1994-05-13,Greece,Bolivia,0,0,Friendly,Piraeus,Greece,False,2
18304,1994-05-14,Nigeria,Suriname,2,1,Friendly,Amsterdam,Netherlands,True,2
18306,1994-05-17,England,Greece,5,0,Friendly,London,England,False,2
18307,1994-05-17,Poland,Austria,3,4,Friendly,Katowice,Poland,False,2
18308,1994-05-18,Chile,Argentina,3,3,Friendly,Santiago,Chile,False,2
18309,1994-05-18,Hungary,Croatia,2,2,Friendly,Győr,Hungary,False,2
18310,1994-05-19,Iceland,Bolivia,1,0,Friendly,Reykjavík,Iceland,False,2
18311,1994-05-22,England,Norway,0,0,Friendly,London,England,False,2
18312,1994-05-22,Japan,Australia,1,1,Kirin Cup,Hiroshima,Japan,False,2
18313,1994-05-23,Estonia,Wales,1,2,Friendly,Tallinn,Estonia,False,2
18314,1994-05-23,Fiji,Tahiti,2,2,Friendly,Suva,Fiji,False,2
18315,1994-05-24,Republic of Ireland,Bolivia,1,0,Friendly,Dublin,Republic of Ireland,False,2
18316,1994-05-25,Chile,Peru,2,1,Friendly,Santiago,Chile,False,2
18317,1994-05-25,Czech Republic,Lithuania,5,3,Friendly,Ostrava,Czech Republic,False,2
18318,1994-05-25,Ecuador,Argentina,1,0,Friendly,Guayaquil,Ecuador,False,2
18319,1994-05-25,Fiji,Tahiti,2,0,Friendly,Lautoka,Fiji,False,2
18320,1994-05-25,Ukraine,Belarus,3,1,Friendly,Kyïv,Ukraine,False,2
18322,1994-05-26,Australia,France,0,1,Kirin Cup,Kobe,Japan,True,2
18323,1994-05-26,Denmark,Sweden,1,0,Friendly,Copenhagen,Denmark,False,2
18324,1994-05-27,Italy,Finland,2,0,Friendly,Parma,Italy,False,2
18325,1994-05-27,Netherlands,Scotland,3,1,Friendly,Utrecht,Netherlands,False,2
18326,1994-05-27,Switzerland,Liechtenstein,2,0,Friendly,Basel,Switzerland,False,2
18328,1994-05-29,Germany,Republic of Ireland,0,2,Friendly,Hanover,Germany,False,2
18329,1994-05-29,Japan,France,1,4,Kirin Cup,Tokyo,Japan,False,2
18330,1994-05-29,Russia,Slovakia,2,1,Friendly,Moscow,Russia,False,2
18331,1994-05-31,Israel,Argentina,0,3,Friendly,Ramat-Gan,Israel,False,2
18332,1994-06-01,Canada,Morocco,1,1,Friendly,Montréal,Canada,False,2
18334,1994-06-01,Netherlands,Hungary,7,1,Friendly,Eindhoven,Netherlands,False,2
18335,1994-06-01,Norway,Denmark,2,1,Friendly,Oslo,Norway,False,2
18336,1994-06-01,Romania,Slovenia,0,0,Friendly,Bucharest,Romania,False,2
18337,1994-06-02,Austria,Germany,1,5,Friendly,Vienna,Austria,False,2
18338,1994-06-02,Finland,Spain,1,2,Friendly,Tampere,Finland,False,2
18339,1994-06-02,Latvia,Malta,2,0,Friendly,Riga,Latvia,False,2
18340,1994-06-03,Bulgaria,Ukraine,1,1,Friendly,Sofia,Bulgaria,False,2
18341,1994-06-03,Colombia,Northern Ireland,2,0,Friendly,Foxborough,United States,True,2
18342,1994-06-03,Italy,Switzerland,1,0,Friendly,Rome,Italy,False,2
18343,1994-06-04,Croatia,Argentina,0,0,Friendly,Zagreb,Croatia,False,2
18344,1994-06-04,Trinidad and Tobago,Saudi Arabia,2,3,Friendly,Pomona,United States,True,2
18346,1994-06-05,Canada,Brazil,1,1,Friendly,Edmonton,Canada,False,2
18347,1994-06-05,Colombia,Greece,2,0,Friendly,East Rutherford,United States,True,2
18349,1994-06-05,Republic of Ireland,Czech Republic,1,3,Friendly,Dublin,Republic of Ireland,False,2
18351,1994-06-05,Sweden,Norway,2,0,Friendly,Solna,Sweden,False,2
18352,1994-06-08,Australia,South Africa,1,0,Friendly,Adelaide,Australia,False,2
18353,1994-06-08,Belgium,Hungary,3,1,Friendly,Brussels,Belgium,False,2
18354,1994-06-08,Bolivia,Peru,0,0,Friendly,Santa Cruz,Bolivia,False,2
18355,1994-06-08,Canada,Germany,0,2,Friendly,Toronto,Canada,False,2
18356,1994-06-08,Honduras,Brazil,2,8,Friendly,San Diego,United States,True,2
18357,1994-06-10,Canada,Spain,0,2,Friendly,Montréal,Canada,False,2
18358,1994-06-11,Bolivia,Switzerland,0,0,Friendly,Montréal,Canada,True,2
18359,1994-06-11,Costa Rica,Italy,0,1,Friendly,New Haven,United States,True,2
18361,1994-06-11,Mexico,Northern Ireland,3,0,Friendly,Miami,United States,True,2
18362,1994-06-11,Nigeria,Georgia,5,1,Friendly,Ibadan,Nigeria,False,2
18363,1994-06-12,Australia,South Africa,1,0,Friendly,Sydney,Australia,False,2
18364,1994-06-12,Canada,Netherlands,0,3,Friendly,Toronto,Canada,False,2
18365,1994-06-12,El Salvador,Brazil,0,4,Friendly,Fresno,United States,True,2
18366,1994-06-12,Romania,Sweden,1,1,Friendly,Mission Viejo,United States,True,2
18367,1994-06-17,Germany,Bolivia,1,0,FIFA World Cup,Chicago,United States,True,2
18369,1994-06-18,Colombia,Romania,1,3,FIFA World Cup,Pasadena,United States,True,2
18370,1994-06-18,Italy,Republic of Ireland,0,1,FIFA World Cup,East Rutherford,United States,True,2
18372,1994-06-19,Belgium,Morocco,1,0,FIFA World Cup,Orlando,United States,True,2
18373,1994-06-19,Cameroon,Sweden,2,2,FIFA World Cup,Pasadena,United States,True,2
18374,1994-06-19,Norway,Mexico,1,0,FIFA World Cup,Washington,United States,True,2
18375,1994-06-20,Brazil,Russia,2,0,FIFA World Cup,Palo Alto,United States,True,2
18376,1994-06-20,Netherlands,Saudi Arabia,2,1,FIFA World Cup,Washington,United States,True,2
18377,1994-06-21,Argentina,Greece,4,0,FIFA World Cup,Foxborough,United States,True,2
18378,1994-06-21,Germany,Spain,1,1,FIFA World Cup,Chicago,United States,True,2
18379,1994-06-21,Nigeria,Bulgaria,3,0,FIFA World Cup,Dallas,United States,True,2
18380,1994-06-22,Romania,Switzerland,1,4,FIFA World Cup,Pontiac,United States,True,2
18382,1994-06-23,Italy,Norway,1,0,FIFA World Cup,East Rutherford,United States,True,2
18384,1994-06-24,Brazil,Cameroon,3,0,FIFA World Cup,Palo Alto,United States,True,2
18385,1994-06-24,Mexico,Republic of Ireland,2,1,FIFA World Cup,Orlando,United States,True,2
18386,1994-06-24,Sweden,Russia,3,1,FIFA World Cup,Pontiac,United States,True,2
18387,1994-06-25,Argentina,Nigeria,2,1,FIFA World Cup,Foxborough,United States,True,2
18388,1994-06-25,Belgium,Netherlands,1,0,FIFA World Cup,Orlando,United States,True,2
18389,1994-06-25,Saudi Arabia,Morocco,2,1,FIFA World Cup,East Rutherford,United States,True,2
18390,1994-06-26,Bulgaria,Greece,4,0,FIFA World Cup,Chicago,United States,True,2
18391,1994-06-26,Latvia,Georgia,1,3,Friendly,Riga,Latvia,False,2
18392,1994-06-26,Switzerland,Colombia,0,2,FIFA World Cup,Palo Alto,United States,True,2
18394,1994-06-27,Bolivia,Spain,1,3,FIFA World Cup,Chicago,United States,True,2
18396,1994-06-28,Brazil,Sweden,1,1,FIFA World Cup,Pontiac,United States,True,2
18397,1994-06-28,Republic of Ireland,Norway,0,0,FIFA World Cup,East Rutherford,United States,True,2
18398,1994-06-28,Italy,Mexico,1,1,FIFA World Cup,Washington,United States,True,2
18399,1994-06-28,Russia,Cameroon,6,1,FIFA World Cup,Palo Alto,United States,True,2
18400,1994-06-29,Belgium,Saudi Arabia,0,1,FIFA World Cup,Washington,United States,True,2
18401,1994-06-29,Morocco,Netherlands,1,2,FIFA World Cup,Orlando,United States,True,2
18402,1994-06-30,Argentina,Bulgaria,0,2,FIFA World Cup,Dallas,United States,True,2
18403,1994-06-30,Greece,Nigeria,0,2,FIFA World Cup,Foxborough,United States,True,2
18404,1994-07-01,Botswana,Namibia,0,1,Friendly,Gaborone,Botswana,False,2
18405,1994-07-02,Germany,Belgium,3,2,FIFA World Cup,Chicago,United States,True,2
18406,1994-07-02,Spain,Switzerland,3,0,FIFA World Cup,Washington,United States,True,2
18407,1994-07-03,Papua New Guinea,New Caledonia,1,0,Oceania Nations Cup qualification,Honiara,Solomon Islands,True,2
18408,1994-07-03,Romania,Argentina,3,2,FIFA World Cup,Pasadena,United States,True,2
18409,1994-07-03,Saudi Arabia,Sweden,1,3,FIFA World Cup,Dallas,United States,True,2
18410,1994-07-04,Fiji,New Caledonia,3,1,Oceania Nations Cup qualification,Honiara,Solomon Islands,True,2
18411,1994-07-04,Netherlands,Republic of Ireland,2,0,FIFA World Cup,Orlando,United States,True,2
18413,1994-07-05,Mexico,Bulgaria,1,1,FIFA World Cup,East Rutherford,United States,True,2
18414,1994-07-05,Nigeria,Italy,1,2,FIFA World Cup,Foxborough,United States,True,2
18415,1994-07-05,Solomon Islands,Papua New Guinea,2,0,Oceania Nations Cup qualification,Honiara,Solomon Islands,False,2
18416,1994-07-05,Vanuatu,New Caledonia,2,3,Oceania Nations Cup qualification,Honiara,Solomon Islands,True,2
18417,1994-07-06,Papua New Guinea,Fiji,0,1,Oceania Nations Cup qualification,Honiara,Solomon Islands,True,2
18418,1994-07-06,Solomon Islands,Vanuatu,4,0,Oceania Nations Cup qualification,Honiara,Solomon Islands,False,2
18419,1994-07-07,Solomon Islands,Fiji,1,0,Oceania Nations Cup qualification,Honiara,Solomon Islands,False,2
18420,1994-07-07,Vanuatu,Papua New Guinea,1,1,Oceania Nations Cup qualification,Honiara,Solomon Islands,True,2
18421,1994-07-08,Japan,Ghana,3,2,Friendly,Nagoya,Japan,False,2
18422,1994-07-08,Solomon Islands,New Caledonia,3,1,Oceania Nations Cup qualification,Honiara,Solomon Islands,False,2
18423,1994-07-08,Vanuatu,Fiji,2,4,Oceania Nations Cup qualification,Honiara,Solomon Islands,True,2
18424,1994-07-09,Italy,Spain,2,1,FIFA World Cup,Foxborough,United States,True,2
18425,1994-07-09,Netherlands,Brazil,2,3,FIFA World Cup,Dallas,United States,True,2
18426,1994-07-10,Bulgaria,Germany,2,1,FIFA World Cup,East Rutherford,United States,True,2
18427,1994-07-10,Romania,Sweden,2,2,FIFA World Cup,Palo Alto,United States,True,2
18428,1994-07-13,Bulgaria,Italy,1,2,FIFA World Cup,East Rutherford,United States,True,2
18429,1994-07-13,Sweden,Brazil,0,1,FIFA World Cup,Pasadena,United States,True,2
18430,1994-07-14,Japan,Ghana,2,1,Friendly,Kobe,Japan,False,2
18431,1994-07-16,Armenia,Malta,1,0,Friendly,Yerevan,Armenia,False,2
18432,1994-07-16,Sweden,Bulgaria,4,0,FIFA World Cup,Pasadena,United States,True,2
18433,1994-07-17,Brazil,Italy,0,0,FIFA World Cup,Pasadena,United States,True,2
18434,1994-07-19,Georgia,Malta,1,1,Friendly,Tbilisi,Georgia,False,2
18435,1994-07-29,Lithuania,Estonia,3,0,Baltic Cup,Vilnius,Lithuania,False,2
18436,1994-07-30,Estonia,Latvia,0,2,Baltic Cup,Vilnius,Lithuania,True,2
18437,1994-07-31,Lithuania,Latvia,1,0,Baltic Cup,Vilnius,Lithuania,False,2
18440,1994-08-16,Iceland,Estonia,4,0,Friendly,Akureyri,Iceland,False,2
18441,1994-08-16,Niger,Togo,3,2,Friendly,Niamey,Niger,False,2
18442,1994-08-16,Slovakia,Malta,1,1,Friendly,Bratislava,Slovakia,False,2
18443,1994-08-17,Austria,Russia,0,3,Friendly,Klagenfurt,Austria,False,2
18444,1994-08-17,Denmark,Finland,2,1,Friendly,Copenhagen,Denmark,False,2
18445,1994-08-17,France,Czech Republic,2,2,Friendly,Bordeaux,France,False,2
18446,1994-08-17,Israel,Croatia,0,4,Friendly,Ramat-Gan,Israel,False,2
18447,1994-08-17,Peru,Ecuador,2,0,Friendly,Lima,Peru,False,2
18448,1994-08-17,Poland,Belarus,1,1,Friendly,Radom,Poland,False,2
18449,1994-08-17,Sweden,Lithuania,4,2,Friendly,Örebro,Sweden,False,2
18451,1994-08-19,Egypt,Mali,2,1,Friendly,Cairo,Egypt,False,2
18452,1994-08-21,Egypt,Mali,0,1,Friendly,Cairo,Egypt,False,2
18453,1994-08-23,Burkina Faso,Niger,0,0,Friendly,Ouagadougou,Burkina Faso,False,2
18454,1994-08-23,Egypt,Ghana,2,0,Friendly,Cairo,Egypt,False,2
18456,1994-08-25,Ghana,Zambia,1,0,Friendly,Cairo,Egypt,True,2
18457,1994-08-25,Namibia,Botswana,2,3,Friendly,Windhoek,Namibia,False,2
18459,1994-08-26,Ukraine,United Arab Emirates,1,1,Friendly,Grassau,Austria,True,2
18460,1994-08-27,Egypt,Zambia,0,4,Friendly,Cairo,Egypt,False,2
18461,1994-08-30,Iceland,United Arab Emirates,1,0,Friendly,Reykjavík,Iceland,False,2
18463,1994-09-02,Solomon Islands,Fiji,1,0,Friendly,Honiara,Solomon Islands,False,2
18464,1994-09-03,Tanzania,Uganda,4,0,African Cup of Nations qualification,Dar es Salaam,Tanzania,False,2
18465,1994-09-04,Angola,Namibia,2,0,African Cup of Nations qualification,Luanda,Angola,False,2
18466,1994-09-04,Botswana,Guinea,0,1,African Cup of Nations qualification,Gaborone,Botswana,False,2
18467,1994-09-04,Burkina Faso,Morocco,2,1,African Cup of Nations qualification,Ouagadougou,Burkina Faso,False,2
18468,1994-09-04,Congo,Gambia,1,1,African Cup of Nations qualification,Pointe-Noire,Congo,False,2
18470,1994-09-04,Estonia,Croatia,0,2,UEFA Euro qualification,Tallinn,Estonia,False,2
18471,1994-09-04,Ethiopia,Algeria,0,0,African Cup of Nations qualification,Addis Abeba,Ethiopia,False,2
18472,1994-09-04,Guinea-Bissau,Tunisia,1,3,African Cup of Nations qualification,Bissau,Guinea-Bissau,False,2
18473,1994-09-04,Israel,Poland,2,1,UEFA Euro qualification,Ramat-Gan,Israel,False,2
18474,1994-09-04,Liberia,Togo,1,0,African Cup of Nations qualification,Monrovia,Liberia,False,2
18475,1994-09-04,Madagascar,South Africa,0,1,African Cup of Nations qualification,Antananarivo,Madagascar,False,2
18476,1994-09-04,Mali,Mozambique,2,1,African Cup of Nations qualification,Bamako,Mali,False,2
18477,1994-09-04,Sudan,Egypt,0,0,African Cup of Nations qualification,Khartoum,Sudan,False,2
18478,1994-09-06,Czech Republic,Malta,6,1,UEFA Euro qualification,Ostrava,Czech Republic,False,2
18479,1994-09-06,Liberia,Togo,1,1,Friendly,Monrovia,Liberia,False,2
18480,1994-09-06,Switzerland,United Arab Emirates,1,0,Friendly,Sion,Switzerland,False,2
18481,1994-09-07,Belgium,Armenia,2,0,UEFA Euro qualification,Brussels,Belgium,False,2
18482,1994-09-07,Cyprus,Spain,1,2,UEFA Euro qualification,Limassol,Cyprus,False,2
18484,1994-09-07,Faroe Islands,Greece,1,5,UEFA Euro qualification,Toftir,Faroe Islands,False,2
18485,1994-09-07,Finland,Scotland,0,2,UEFA Euro qualification,Helsinki,Finland,False,2
18486,1994-09-07,Georgia,Moldova,0,1,UEFA Euro qualification,Tbilisi,Georgia,False,2
18487,1994-09-07,Hungary,Turkey,2,2,UEFA Euro qualification,Budapest,Hungary,False,2
18488,1994-09-07,Iceland,Sweden,0,1,UEFA Euro qualification,Reykjavík,Iceland,False,2
18489,1994-09-07,Latvia,Republic of Ireland,0,3,UEFA Euro qualification,Riga,Latvia,False,2
18490,1994-09-07,Liechtenstein,Austria,0,4,UEFA Euro qualification,Eschen,Liechtenstein,False,2
18491,1994-09-07,Luxembourg,Netherlands,0,4,UEFA Euro qualification,Luxembourg,Luxembourg,False,2
18493,1994-09-07,Northern Ireland,Portugal,1,2,UEFA Euro qualification,Belfast,Northern Ireland,False,2
18494,1994-09-07,Norway,Belarus,1,0,UEFA Euro qualification,Oslo,Norway,False,2
18495,1994-09-07,Romania,Azerbaijan,3,0,UEFA Euro qualification,Bucharest,Romania,False,2
18496,1994-09-07,Russia,Germany,0,1,Friendly,Moscow,Russia,False,2
18497,1994-09-07,Slovakia,France,0,0,UEFA Euro qualification,Bratislava,Slovakia,False,2
18498,1994-09-07,Slovenia,Italy,1,1,UEFA Euro qualification,Maribor,Slovenia,False,2
18499,1994-09-07,Ukraine,Lithuania,0,2,UEFA Euro qualification,Kyïv,Ukraine,False,2
18500,1994-09-07,Wales,Albania,2,0,UEFA Euro qualification,Cardiff,Wales,False,2
18501,1994-09-10,Qatar,Oman,0,2,Friendly,Doha,Qatar,False,2
18503,1994-09-12,Bangladesh,India,2,4,Friendly,Doha,Qatar,True,2
18505,1994-09-14,India,Yemen,0,1,Friendly,Doha,Qatar,True,2
18506,1994-09-14,Oman,Sudan,1,1,Friendly,Doha,Qatar,True,2
18507,1994-09-16,India,Oman,1,4,Friendly,Doha,Qatar,True,2
18508,1994-09-16,Qatar,Yemen,2,0,Friendly,Doha,Qatar,False,2
18509,1994-09-18,India,Yemen,0,2,Friendly,Doha,Qatar,True,2
18511,1994-09-21,Chile,Bolivia,1,2,Friendly,Santiago,Chile,False,2
18512,1994-09-21,Ecuador,Peru,0,0,Friendly,Machala,Ecuador,False,2
18513,1994-09-22,Malaysia,Kuwait,0,2,Friendly,Kuala Lumpur,Malaysia,False,2
18514,1994-09-24,Australia,Kuwait,0,0,Friendly,Kuala Lumpur,Malaysia,True,2
18515,1994-09-25,Zambia,Ghana,3,0,Friendly,Lusaka,Zambia,False,2
18516,1994-09-27,Japan,Australia,0,0,Friendly,Tokyo,Japan,False,2
18517,1994-10-08,Armenia,Cyprus,0,0,UEFA Euro qualification,Yerevan,Armenia,False,2
18518,1994-10-08,Estonia,Italy,0,2,UEFA Euro qualification,Tallinn,Estonia,False,2
18519,1994-10-08,France,Romania,0,0,UEFA Euro qualification,Saint-Étienne,France,False,2
18520,1994-10-09,Croatia,Lithuania,2,0,UEFA Euro qualification,Zagreb,Croatia,False,2
18521,1994-10-09,Latvia,Portugal,1,3,UEFA Euro qualification,Riga,Latvia,False,2
18522,1994-10-09,Senegal,Niger,3,1,Friendly,Dakar,Senegal,False,2
18523,1994-10-09,Zambia,Malawi,2,1,Friendly,Lusaka,Zambia,False,2
18524,1994-10-12,Austria,Northern Ireland,1,2,UEFA Euro qualification,Vienna,Austria,False,2
18525,1994-10-12,Belarus,Luxembourg,2,0,UEFA Euro qualification,Minsk,Belarus,False,2
18526,1994-10-12,Bulgaria,Georgia,2,0,UEFA Euro qualification,Sofia,Bulgaria,False,2
18527,1994-10-12,Denmark,Belgium,3,1,UEFA Euro qualification,Copenhagen,Denmark,False,2
18528,1994-10-12,England,Romania,1,1,Friendly,London,England,False,2
18529,1994-10-12,Greece,Finland,4,0,UEFA Euro qualification,Salonica,Greece,False,2
18530,1994-10-12,Hungary,Germany,0,0,Friendly,Budapest,Hungary,False,2
18531,1994-10-12,Republic of Ireland,Liechtenstein,4,0,UEFA Euro qualification,Dublin,Republic of Ireland,False,2
18532,1994-10-12,Israel,Slovakia,2,2,UEFA Euro qualification,Ramat-Gan,Israel,False,2
18534,1994-10-12,Malta,Czech Republic,0,0,UEFA Euro qualification,Attard,Malta,False,2
18535,1994-10-12,Moldova,Wales,3,2,UEFA Euro qualification,Chişinău,Moldova,False,2
18536,1994-10-12,Norway,Netherlands,1,1,UEFA Euro qualification,Oslo,Norway,False,2
18537,1994-10-12,Poland,Azerbaijan,1,0,UEFA Euro qualification,Mielec,Poland,False,2
18538,1994-10-12,Russia,San Marino,4,0,UEFA Euro qualification,Moscow,Russia,False,2
18539,1994-10-12,Scotland,Faroe Islands,5,1,UEFA Euro qualification,Glasgow,Scotland,False,2
18540,1994-10-12,Switzerland,Sweden,4,2,UEFA Euro qualification,Berne,Switzerland,False,2
18541,1994-10-12,Turkey,Iceland,5,0,UEFA Euro qualification,Istanbul,Turkey,False,2
18542,1994-10-12,Ukraine,Slovenia,0,0,UEFA Euro qualification,Kyïv,Ukraine,False,2
18543,1994-10-14,Algeria,Sudan,1,1,African Cup of Nations qualification,Algiers,Algeria,False,2
18544,1994-10-14,Egypt,Tanzania,5,1,African Cup of Nations qualification,Cairo,Egypt,False,2
18545,1994-10-14,Mauritania,Guinea-Bissau,1,1,African Cup of Nations qualification,Nouakchott,Mauritania,False,2
18546,1994-10-15,Malawi,Zimbabwe,3,1,African Cup of Nations qualification,Blantyre,Malawi,False,2
18547,1994-10-15,Namibia,Mali,2,1,African Cup of Nations qualification,Windhoek,Namibia,False,2
18548,1994-10-15,Uganda,Ethiopia,4,1,African Cup of Nations qualification,Kampala,Uganda,False,2
18550,1994-10-16,Guinea,Angola,3,1,African Cup of Nations qualification,Conakry,Guinea,False,2
18551,1994-10-16,Mozambique,Botswana,3,1,African Cup of Nations qualification,Maputo,Mozambique,False,2
18552,1994-10-16,Niger,Ghana,1,5,African Cup of Nations qualification,Niamey,Niger,False,2
18553,1994-10-16,Togo,Senegal,2,0,African Cup of Nations qualification,Lomé,Togo,False,2
18554,1994-10-19,Peru,Uruguay,0,1,Friendly,Lima,Peru,False,2
18556,1994-10-23,Oman,Senegal,0,1,Friendly,Muscat,Oman,False,2
18557,1994-10-25,Oman,Senegal,2,1,Friendly,Muscat,Oman,False,2
18558,1994-10-26,Estonia,Finland,0,7,Friendly,Tallinn,Estonia,False,2
18559,1994-10-26,Saudi Arabia,Trinidad and Tobago,1,0,Friendly,Riyadh,Saudi Arabia,False,2
18560,1994-10-28,United Arab Emirates,Senegal,3,2,Friendly,Abu Dhabi,United Arab Emirates,False,2
18561,1994-10-29,Kuwait,Iceland,0,1,Friendly,al-Ain,United Arab Emirates,True,2
18562,1994-11-03,United Arab Emirates,Qatar,2,0,Gulf Cup,Abu Dhabi,United Arab Emirates,False,2
18563,1994-11-04,Bahrain,Kuwait,2,1,Gulf Cup,Abu Dhabi,United Arab Emirates,True,2
18564,1994-11-04,Oman,Saudi Arabia,1,2,Gulf Cup,Abu Dhabi,United Arab Emirates,True,2
18565,1994-11-06,Latvia,Estonia,0,0,Friendly,Ozolnieki,Latvia,False,2
18566,1994-11-06,United Arab Emirates,Saudi Arabia,1,1,Gulf Cup,Abu Dhabi,United Arab Emirates,False,2
18567,1994-11-06,Oman,Bahrain,1,1,Gulf Cup,Abu Dhabi,United Arab Emirates,True,2
18568,1994-11-07,Kuwait,Qatar,1,0,Gulf Cup,Abu Dhabi,United Arab Emirates,True,2
18569,1994-11-07,Morocco,Cameroon,1,1,Friendly,Casablanca,Morocco,False,2
18571,1994-11-09,Qatar,Oman,4,2,Gulf Cup,Abu Dhabi,United Arab Emirates,True,2
18572,1994-11-09,United Arab Emirates,Kuwait,2,0,Gulf Cup,Abu Dhabi,United Arab Emirates,False,2
18573,1994-11-10,Saudi Arabia,Bahrain,3,1,Gulf Cup,Abu Dhabi,United Arab Emirates,True,2
18574,1994-11-11,Egypt,Ethiopia,5,0,African Cup of Nations qualification,Cairo,Egypt,False,2
18575,1994-11-11,Mauritania,Liberia,1,1,African Cup of Nations qualification,Nouakchott,Mauritania,False,2
18576,1994-11-12,Gambia,Ghana,1,2,African Cup of Nations qualification,Banjul,Gambia,False,2
18577,1994-11-12,Qatar,Saudi Arabia,1,2,Gulf Cup,Abu Dhabi,United Arab Emirates,True,2
18578,1994-11-12,Romania,Slovakia,3,2,UEFA Euro qualification,Bucharest,Romania,False,2
18579,1994-11-12,Tanzania,Sudan,2,0,African Cup of Nations qualification,Dar es Salaam,Tanzania,False,2
18580,1994-11-12,Uganda,Algeria,1,1,African Cup of Nations qualification,Kampala,Uganda,False,2
18581,1994-11-12,United Arab Emirates,Bahrain,0,0,Gulf Cup,Abu Dhabi,United Arab Emirates,False,2
18582,1994-11-13,Gabon,Mauritius,3,0,African Cup of Nations qualification,Libreville,Gabon,False,2
18583,1994-11-13,Guinea-Bissau,Senegal,1,4,African Cup of Nations qualification,Bissau,Guinea-Bissau,False,2
18584,1994-11-13,Lesotho,Cameroon,2,0,African Cup of Nations qualification,Maseru,Lesotho,False,2
18585,1994-11-13,Mali,Angola,0,0,African Cup of Nations qualification,Bamako,Mali,False,2
18587,1994-11-13,Mozambique,Guinea,2,1,African Cup of Nations qualification,Maputo,Mozambique,False,2
18588,1994-11-13,Niger,Sierra Leone,4,2,African Cup of Nations qualification,Niamey,Niger,False,2
18589,1994-11-13,Oman,Kuwait,0,0,Gulf Cup,Abu Dhabi,United Arab Emirates,True,2
18590,1994-11-13,Portugal,Austria,1,0,UEFA Euro qualification,Lisbon,Portugal,False,2
