,duration,has_event,turns_since_shuffle
6295,20,1,29
6296,12,1,11
6297,16,1,33
6298,5,1,6
6299,19,1,9
6300,26,0,17
6301,23,1,5285
6302,10,1,3
6303,10,1,9
6304,11,1,7300
6305,0,1,29
6306,0,1,21
6307,1,1,9
6308,14,1,10
6309,4,1,15
6310,18,1,24
6311,13,1,15
6312,16,1,1
6313,1,1,6
6314,18,1,7
6315,17,1,1
6316,21,1,14
6317,19,1,35
6318,17,1,2
6319,16,1,19
6320,3,1,4
6321,0,1,3
6322,12,1,18
6323,26,0,11
6324,8,1,25
6325,26,0,25
6326,24,1,15
6327,26,0,0
6328,19,1,20
6329,19,1,9
6330,26,0,45
6331,26,0,16
6332,26,0,18
6333,19,1,1
6334,26,0,31
6335,26,0,42
6336,5,1,31
6337,26,0,8
6338,4,1,4
6339,21,1,23
6340,26,0,23
6341,26,0,30
6342,21,1,23
6343,2,1,2
6344,6,1,13
6345,7,1,22
6346,8,1,6
6347,26,0,1
6348,16,1,36
6349,11,1,26
6350,18,1,9
6351,26,0,24
6352,26,0,1
6353,10,1,8
6354,2,1,12
6355,6,1,26
6356,10,1,32
6357,21,1,19
6358,12,1,23
6359,25,1,24
6360,26,0,31
6361,14,1,48
6362,26,0,12
6363,18,1,1
6364,26,0,17
6365,18,1,5
6366,26,0,16
6367,26,0,14
6368,26,0,17
6369,5,1,2
6370,13,1,8
6371,26,0,43
6372,17,1,28
6373,20,1,3
6374,16,1,0
6375,19,1,15
6376,23,1,15
6377,5,1,2622
6378,8,1,17
6379,2,1,3591
6380,22,1,21
6381,12,1,35
6382,26,0,1
6383,10,1,1
6384,6,1,38
6385,18,1,4
6386,14,1,16
6387,0,1,13
6388,26,0,36
6389,14,1,30
6390,20,1,13
6391,2,1,2
6392,1,1,14
6393,6,1,2
6394,6,1,6
6395,3,1,8
6396,18,1,11
6397,16,1,29
6398,4,1,13
6399,6,1,6
6400,8,1,2
6401,26,0,11
6402,26,0,37
6403,26,0,10
6404,0,1,0
6405,9,1,16
6406,26,0,38
6407,6,1,19
6408,26,0,22
6409,19,1,17
6410,4,1,14
6411,1,1,20
6412,15,1,7
6413,26,0,0
6414,2,1,35
6415,24,1,18
6416,26,0,17
6417,14,1,39
6418,19,1,15
6419,22,1,16
6420,3,1,31
6421,26,0,27
6422,23,1,2
6423,26,0,0
6424,26,0,4
6425,26,0,3
6426,8,1,36
6427,6,1,2
6428,26,0,15
6429,16,1,29
6430,7,1,9
6431,8,1,3
6432,26,0,24
6433,7,1,3
6434,6,1,11
6435,8,1,9
6436,25,1,1
6437,26,0,34
6438,6,1,17
6439,0,1,22
6440,0,1,5
6441,8,1,22
6442,8,1,11
6443,26,0,2
6444,8,1,10
6445,1,1,4163
6446,26,0,15
6447,19,1,19
6448,26,0,4
6449,11,1,0
6450,26,0,18
6451,26,0,14
6452,15,1,1
6453,2,1,8
6454,2,1,2
6455,26,0,49
6456,26,0,26
6457,3,1,33
6458,26,0,1
6459,24,1,15
6460,26,0,36
6461,0,1,8
6462,3,1,10
6463,26,0,2
6464,0,1,21
6465,26,0,29
6466,23,1,37
6467,20,1,35
6468,26,0,24
6469,26,0,20
6470,13,1,12
6471,26,0,11
6472,21,1,11
6473,26,0,4
6474,23,1,17
6475,13,1,1
6476,8,1,26
6477,26,0,28
6478,26,0,2
6479,26,0,10
6480,26,0,13
6481,13,1,33
6482,26,0,4
6483,13,1,7
6484,0,1,23
6485,14,1,16
6486,3,1,23
6487,0,1,0
6488,17,1,7747
6489,22,1,7
6490,7,1,30
6491,26,0,9
6492,26,0,21
6493,24,1,6
6494,26,0,21
6495,18,1,3
6496,25,1,35
6497,1,1,35
6498,26,0,28
6499,12,1,1
6500,0,1,43
6501,26,0,25
6502,25,1,27
6503,26,0,576
6504,0,1,10
6505,26,0,1
6506,3,1,9
6507,17,1,14
6508,4,1,8
6509,26,0,1520
6510,6,1,47
6511,18,1,19
6512,26,0,25
6513,4,1,39
6514,15,1,2
6515,9,1,16
6516,14,1,4
6517,26,0,14
6518,21,1,25
6519,18,1,30
6520,16,1,27
6521,26,0,37
6522,26,0,13
6523,10,1,20
6524,24,1,8
6525,3,1,22
6526,26,0,17
6527,7,1,2
6528,11,1,24
6529,10,1,4
6530,9,1,6
6531,8,1,8
6532,20,1,26
6533,10,1,17
6534,8,1,27
6535,6,1,34
6536,26,0,3
6537,15,1,23
6538,8,1,10
6539,26,0,24
6540,5,1,5
6541,12,1,19
6542,3,1,15
6543,26,0,5
6544,24,1,9
6545,26,0,16
6546,9,1,9
6547,0,1,29
6548,5,1,17
6549,11,1,15
6550,26,0,4
6551,22,1,10
6552,26,0,3
6553,15,1,6
6554,0,1,20
6555,12,1,23
6556,15,1,18
6557,5,1,17
6558,26,0,10
6559,17,1,27
6560,21,1,33
6561,16,1,11
6562,9,1,19
6563,26,0,13
6564,26,0,18
6565,9,1,6
6566,15,1,40
6567,2,1,18
6568,9,1,3
6569,26,0,11
6570,26,0,9
6571,2,1,48
6572,4,1,39
6573,24,1,8
6574,3,1,37
6575,20,1,21
6576,3,1,20
6577,1,1,22
6578,8,1,15
6579,24,1,11
6580,1,1,22
6581,4,1,28
6582,0,1,17
6583,26,0,3
6584,10,1,17
6585,26,0,46
6586,26,0,49
6587,3,1,18
6588,20,1,26
6589,20,1,41
6590,3,1,14
6591,12,1,34
6592,26,0,6
6593,26,0,13
6594,26,0,3
6595,4,1,27
6596,16,1,24
6597,2,1,20
6598,16,1,2630
6599,26,0,24
6600,20,1,39
6601,26,0,13
6602,26,0,7
6603,6,1,36
6604,5,1,10
6605,26,0,7
6606,1,1,25
6607,26,0,22
6608,3,1,35
6609,10,1,25
6610,4,1,4
6611,26,0,39
6612,1,1,22
6613,16,1,20
6614,26,0,12
6615,14,1,19
6616,24,1,26
6617,3,1,7903
6618,26,0,2
6619,26,0,7
6620,26,0,27
6621,11,1,2
6622,6,1,20
6623,22,1,24
6624,13,1,6
6625,4,1,20
6626,9,1,27
6627,6,1,2
6628,12,1,34
6629,7,1,13
6630,18,1,35
6631,4,1,20
6632,26,0,13
6633,11,1,19
6634,6,1,8
6635,19,1,17
6636,14,1,6
6637,26,0,1
6638,25,1,1
6639,26,0,12
6640,26,0,16
6641,6,1,33
6642,26,0,25
6643,7,1,5
6644,22,1,13
6645,9,1,25
6646,5,1,21
6647,15,1,32
6648,8,1,39
6649,25,1,13
6650,26,0,27
6651,8,1,23
6652,26,0,17
6653,18,1,24
6654,26,0,7
6655,26,0,22
6656,9,1,15
6657,11,1,22
6658,14,1,0
6659,0,1,16
6660,1,1,3
6661,19,1,21
6662,18,1,2
6663,8,1,5
6664,26,0,35
6665,26,0,27
6666,9,1,21
6667,17,1,9
6668,5,1,11
6669,26,0,24
6670,18,1,1
6671,8,1,2
6672,10,1,16
6673,26,0,9
6674,17,1,21
6675,26,0,9
6676,26,0,8
6677,16,1,19
6678,5,1,8
6679,8,1,2603
6680,1,1,28
6681,5,1,21
6682,13,1,14
6683,26,0,7
6684,16,1,3
6685,5,1,7
6686,26,0,25
6687,26,0,22
6688,19,1,4
6689,26,0,17
6690,20,1,5
6691,3,1,11
6692,26,0,5
6693,12,1,5
6694,9,1,21
6695,4,1,16
6696,1,1,14
6697,26,0,5
6698,1,1,15
6699,8,1,6
6700,15,1,19
6701,12,1,21
6702,25,1,19
6703,26,0,28
6704,8,1,21
6705,15,1,10
6706,24,1,10
6707,26,0,33
6708,26,0,34
6709,7,1,8
6710,23,1,12
6711,8,1,25
6712,26,0,45
6713,16,1,28
6714,19,1,41
6715,14,1,2135
6716,26,0,30
6717,26,0,16
6718,26,0,2
6719,26,0,24
6720,1,1,3
6721,0,1,0
6722,3,1,18
6723,13,1,3958
6724,18,1,26
6725,26,0,5
6726,26,0,12
6727,26,0,18
6728,26,0,49
6729,1,1,11
6730,26,0,42
6731,8,1,32
6732,1,1,37
6733,21,1,30
6734,14,1,19
6735,0,1,21
6736,0,1,7
6737,17,1,11
6738,10,1,0
6739,4,1,30
6740,26,0,0
6741,16,1,23
6742,15,1,0
6743,7,1,20
6744,26,0,36
6745,6,1,36
6746,14,1,31
6747,26,0,24
6748,4,1,29
6749,21,1,17
6750,11,1,3
6751,26,0,38
6752,17,1,38
6753,26,0,42
6754,0,1,3
6755,26,0,5
6756,20,1,25
6757,13,1,9
6758,18,1,41
6759,6,1,11
6760,2,1,2410
6761,26,0,17
6762,2,1,40
6763,6,1,5
6764,1,1,0
6765,11,1,0
6766,5,1,8
6767,23,1,6
6768,18,1,15
6769,26,0,33
6770,26,0,0
6771,15,1,35
6772,10,1,37
6773,8,1,18
6774,17,1,25
6775,10,1,0
6776,5,1,41
6777,4,1,1039
6778,11,1,7170
6779,9,1,11
6780,24,1,39
6781,26,0,18
6782,19,1,9322
6783,8,1,17
6784,6,1,0
6785,26,0,8
6786,4,1,19
6787,9,1,29
6788,11,1,9
6789,3,1,9
6790,26,0,9
6791,13,1,32
6792,0,1,5
6793,26,0,8
6794,24,1,4
6795,24,1,30
6796,13,1,23
6797,10,1,43
6798,24,1,1
6799,26,0,8
6800,26,0,6
6801,26,0,2
6802,25,1,1
6803,24,1,1
6804,15,1,30
6805,16,1,1
6806,17,1,22
6807,12,1,10
6808,10,1,1
6809,26,0,10
6810,2,1,5
6811,26,0,7
6812,26,0,13
6813,4,1,3
6814,3,1,12
6815,2,1,21
6816,16,1,18
6817,20,1,1
6818,2,1,30
6819,0,1,31
6820,13,1,7
6821,5,1,29
6822,18,1,7
6823,11,1,30
6824,13,1,14
6825,26,0,21
6826,20,1,4
6827,5,1,1
6828,6,1,1
6829,2,1,25
6830,26,0,32
6831,16,1,21
6832,26,0,8
6833,4,1,9
6834,26,0,18
6835,22,1,7
6836,26,0,1
6837,26,0,0
6838,5,1,8
6839,26,0,6
6840,16,1,12
6841,2,1,26
6842,10,1,11
6843,6,1,26
6844,1,1,13
6845,9,1,15
6846,6,1,8
6847,12,1,18
6848,11,1,34
6849,18,1,18
6850,21,1,10
6851,19,1,15
6852,14,1,39
6853,6,1,40
6854,1,1,2
6855,26,0,34
6856,4,1,7
6857,12,1,1
6858,26,0,8054
6859,3,1,6
6860,26,0,27
6861,1,1,26
6862,13,1,4
6863,23,1,26
6864,26,0,0
6865,7,1,15
6866,6,1,13
6867,26,0,29
6868,9,1,4
6869,26,0,17
6870,23,1,10
6871,6,1,6
6872,26,0,37
6873,0,1,25
6874,26,0,1
6875,18,1,8
6876,26,0,15
6877,15,1,1
6878,10,1,16
6879,25,1,27
6880,15,1,28
6881,1,1,2
6882,26,0,5
6883,17,1,3
6884,26,0,14
6885,20,1,16
6886,26,0,7
6887,26,0,2
6888,23,1,43
6889,18,1,24
6890,26,0,34
6891,26,0,11
6892,9,1,41
6893,26,0,18
6894,2,1,1
6895,20,1,29
6896,11,1,7
6897,17,1,13
6898,26,0,16
6899,1,1,4
6900,26,0,38
6901,9,1,5
6902,0,1,7
6903,2,1,20
6904,5,1,29
6905,16,1,25
6906,21,1,0
6907,26,0,10
6908,22,1,4
6909,26,0,27
6910,7,1,7
6911,8,1,33
6912,9,1,44
6913,3,1,9
6914,3,1,4
6915,8,1,14
6916,21,1,33
6917,18,1,24
6918,10,1,7
6919,3,1,11
6920,26,0,25
6921,26,0,41
6922,26,0,0
6923,17,1,12
6924,1,1,13
6925,19,1,0
6926,4,1,40
6927,1,1,31
6928,4,1,21
6929,12,1,14
6930,4,1,33
6931,17,1,10
6932,8,1,44
6933,16,1,2484
6934,26,0,33
6935,26,0,14
6936,23,1,24
6937,11,1,4
6938,5,1,3
6939,20,1,8801
6940,5,1,21
6941,19,1,11
6942,24,1,8
6943,26,0,14
6944,11,1,1
6945,12,1,0
6946,26,0,16
6947,4,1,1
6948,26,0,11
6949,26,0,16
6950,23,1,21
6951,16,1,16
6952,12,1,28
6953,14,1,24
6954,4,1,19
6955,26,0,5
6956,26,0,16
6957,12,1,15
6958,12,1,20
6959,21,1,33
6960,2,1,9455
6961,23,1,25
6962,10,1,23
6963,11,1,31
6964,26,0,43
6965,11,1,27
6966,12,1,14
6967,14,1,29
6968,26,0,24
6969,26,0,44
6970,22,1,34
6971,12,1,5
6972,8,1,24
6973,10,1,26
6974,26,0,0
6975,26,0,21
6976,26,0,29
6977,0,1,22
6978,23,1,6
6979,26,0,24
6980,14,1,21
6981,12,1,16
6982,26,0,20
6983,0,1,6954
6984,5,1,11
6985,7,1,34
6986,17,1,7
6987,12,1,29
6988,1,1,3
6989,26,0,18
6990,12,1,22
6991,6,1,6074
6992,17,1,447
6993,3,1,18
6994,2,1,12
6995,3,1,0
6996,26,0,6
6997,4,1,10
6998,6,1,24
6999,18,1,20
7000,15,1,10
7001,12,1,19
7002,2,1,39
7003,3,1,3
7004,26,0,1
7005,10,1,9
7006,20,1,24
7007,10,1,10
7008,7,1,23
7009,19,1,20
7010,5,1,16
7011,21,1,29
7012,26,0,26
7013,22,1,13
7014,22,1,22
7015,21,1,3
7016,19,1,16
7017,1,1,24
7018,1,1,6
7019,14,1,19
7020,17,1,32
7021,13,1,18
7022,10,1,0
7023,2,1,18
7024,3,1,21
7025,22,1,43
7026,26,0,24
7027,25,1,35
7028,11,1,19
7029,1,1,45
7030,8,1,19
7031,26,0,34
7032,5,1,6
7033,6,1,6
7034,13,1,5543
7035,3,1,3
7036,6,1,27
7037,26,0,4
7038,23,1,22
7039,21,1,2
7040,25,1,12
7041,25,1,10
7042,15,1,30
7043,22,1,10
7044,9,1,7
7045,19,1,11
7046,0,1,9
7047,9,1,3
7048,19,1,3
7049,9,1,11
7050,26,0,0
7051,25,1,0
7052,4,1,9
7053,1,1,6
7054,20,1,16
7055,13,1,5
7056,5,1,11
7057,5,1,14
7058,20,1,5
7059,26,0,32
7060,4,1,15
7061,11,1,43
7062,5,1,45
7063,21,1,1
7064,26,0,5
7065,10,1,3
7066,24,1,25
7067,21,1,16
7068,7,1,45
7069,26,0,26
7070,11,1,18
7071,6,1,0
7072,16,1,4
7073,16,1,12
7074,16,1,16
7075,6,1,34
7076,0,1,39
7077,16,1,14
7078,9,1,19
7079,26,0,10
7080,2,1,17
7081,21,1,36
7082,23,1,7
7083,26,0,4754
7084,11,1,2
7085,17,1,1
7086,19,1,7
7087,15,1,16
7088,8,1,3
7089,26,0,11
7090,26,0,1
7091,1,1,6
7092,14,1,23
7093,13,1,23
7094,26,0,14
7095,9,1,44
7096,1,1,0
7097,22,1,29
7098,1,1,37
7099,16,1,28
7100,24,1,33
7101,21,1,34
7102,16,1,0
7103,9,1,75
7104,23,1,4
7105,1,1,5
7106,13,1,12
7107,26,0,1
7108,15,1,39
7109,20,1,4
7110,0,1,2646
7111,26,0,3
7112,14,1,38
7113,19,1,16
7114,26,0,18
7115,23,1,13
7116,6,1,1
7117,22,1,6
7118,26,0,25
7119,0,1,38
7120,19,1,0
7121,4,1,13
7122,26,0,1012
7123,20,1,12
7124,4,1,27
7125,3,1,15
7126,1,1,38
7127,1,1,2
7128,24,1,9
7129,26,0,14
7130,1,1,21
7131,1,1,12
7132,2,1,32
7133,17,1,0
7134,26,0,32
7135,11,1,4
7136,26,0,32
7137,1,1,10
7138,26,0,4
7139,12,1,15
7140,17,1,18
7141,9,1,20
7142,17,1,4
7143,15,1,23
7144,26,0,3
7145,7,1,14
7146,19,1,12
7147,0,1,37
7148,26,0,11
7149,0,1,23
7150,26,0,40
7151,9,1,33
7152,26,0,9
7153,6,1,35
7154,6,1,14
7155,26,0,28
7156,10,1,34
7157,22,1,7
7158,26,0,1
7159,0,1,11
7160,8,1,24
7161,17,1,6
7162,3,1,19
7163,26,0,13
7164,20,1,42
7165,5,1,24
7166,26,0,8
7167,26,0,41
7168,1,1,16
7169,26,0,18
7170,26,0,1
7171,23,1,8
7172,20,1,4762
7173,19,1,1
7174,5,1,6
7175,26,0,28
7176,26,0,4
7177,3,1,7
7178,2,1,9
7179,10,1,27
7180,26,0,33
7181,26,0,5
7182,26,0,20
7183,14,1,3
7184,21,1,6
7185,26,0,16
7186,26,0,29
7187,23,1,1
7188,24,1,0
7189,17,1,41
7190,11,1,28
7191,2,1,1
7192,4,1,24
7193,10,1,15
7194,26,0,19
7195,22,1,31
7196,14,1,24
7197,2,1,14
7198,11,1,7
7199,5,1,44
7200,7,1,32
7201,3,1,24
7202,5,1,8
7203,26,0,1
7204,20,1,2
7205,25,1,13
7206,10,1,37
7207,1,1,15
7208,5,1,42
7209,23,1,1495
7210,25,1,36
7211,26,0,3
7212,3,1,6
7213,10,1,9
7214,26,0,14
7215,6,1,0
7216,9,1,35
7217,8,1,5
7218,8,1,10
7219,0,1,20
7220,7,1,12
7221,2,1,3061
7222,20,1,42
7223,18,1,9
7224,26,0,0
7225,8,1,7
7226,26,0,9
7227,15,1,3
7228,26,0,34
7229,12,1,31
7230,15,1,29
7231,16,1,25
7232,13,1,3
7233,10,1,0
7234,11,1,0
7235,10,1,0
7236,26,0,1
7237,21,1,27
7238,23,1,15
7239,10,1,1
7240,11,1,27
7241,26,0,22
7242,1,1,1887
7243,3,1,1
7244,0,1,4
7245,4,1,0
7246,26,0,1
7247,26,0,14
7248,26,0,6
7249,26,0,0
7250,23,1,4
7251,26,0,0
7252,26,0,30
7253,26,0,37
7254,2,1,15
7255,26,0,11
7256,22,1,35
7257,26,0,27
7258,24,1,2
7259,5,1,27
7260,11,1,41
7261,3,1,34
7262,5,1,9187
7263,5,1,31
7264,26,0,15
7265,15,1,8
7266,26,0,17
7267,26,0,18
7268,25,1,16
7269,1,1,17
7270,1,1,7
7271,1,1,30
7272,26,0,2
7273,26,0,36
7274,0,1,843
7275,17,1,2395
7276,26,0,27
7277,26,0,16
7278,22,1,31
7279,26,0,10
7280,19,1,9
7281,13,1,1
7282,26,0,1
7283,17,1,34
7284,3,1,5
7285,11,1,8
7286,1,1,36
7287,6,1,6
7288,26,0,16
7289,6,1,1
7290,0,1,27
7291,26,0,16
7292,20,1,19
7293,22,1,28
7294,22,1,2
7295,9,1,8
7296,21,1,1
7297,26,0,5
7298,23,1,18
7299,1,1,18
7300,26,0,0
7301,12,1,20
7302,26,0,15
7303,0,1,10
7304,26,0,0
7305,21,1,0
7306,19,1,29
7307,18,1,29
7308,0,1,26
7309,10,1,22
7310,18,1,20
7311,21,1,5653
7312,16,1,5
7313,26,0,25
7314,26,0,26
7315,25,1,17
7316,12,1,14
7317,21,1,12
7318,21,1,32
7319,13,1,15
7320,4,1,16
7321,24,1,8
7322,26,0,41
7323,17,1,33
7324,26,0,21
7325,19,1,41
7326,17,1,3
7327,11,1,34
7328,2,1,6
7329,26,0,1
7330,1,1,5
7331,21,1,6
7332,10,1,7
7333,2,1,12
7334,0,1,9
7335,7,1,7
7336,14,1,3
7337,18,1,12
7338,26,0,31
7339,15,1,47
7340,24,1,13
7341,6,1,15
7342,0,1,25
7343,26,0,1961
7344,3,1,13
7345,4,1,9
7346,26,0,23
7347,1,1,36
7348,24,1,3
7349,10,1,0
7350,13,1,3
7351,12,1,21
7352,22,1,23
7353,6,1,11
7354,26,0,29
7355,3,1,16
7356,25,1,2
7357,2,1,6
7358,1,1,28
7359,0,1,9547
7360,16,1,13
7361,26,0,17
7362,14,1,10
7363,20,1,21
7364,26,0,19
7365,1,1,0
7366,26,0,31
7367,5,1,27
7368,0,1,2
7369,8,1,22
7370,10,1,22
7371,4,1,6
7372,11,1,2
7373,16,1,50
7374,8,1,14
7375,26,0,11
7376,0,1,14
7377,14,1,7
7378,19,1,0
7379,13,1,8
7380,10,1,27
7381,26,0,11
7382,21,1,25
7383,26,0,9
7384,26,0,23
7385,5,1,41
7386,15,1,5
7387,26,0,16
7388,21,1,12
7389,4,1,29
7390,26,0,3719
7391,11,1,29
7392,26,0,12
7393,6,1,5911
7394,8,1,13
7395,16,1,33
7396,26,0,9
7397,26,0,13
7398,9,1,11
7399,26,0,17
7400,18,1,1441
7401,24,1,33
7402,6,1,30
7403,26,0,10
7404,2,1,14
7405,18,1,12
7406,20,1,25
7407,21,1,11
7408,26,0,4
7409,26,0,0
7410,26,0,1
7411,26,0,35
7412,19,1,14
7413,7,1,1087
7414,20,1,2
7415,7,1,9044
7416,26,0,8
7417,5,1,12
7418,5,1,12
7419,26,0,28
7420,26,0,5
7421,16,1,19
7422,13,1,12
7423,7,1,4
7424,5,1,20
7425,8,1,2
7426,9,1,37
7427,3,1,3
7428,7,1,14
7429,26,0,14
7430,11,1,7213
7431,18,1,25
7432,26,0,20
7433,5,1,20
7434,13,1,8365
7435,26,0,28
7436,15,1,6
7437,4,1,13
7438,26,0,28
7439,26,0,12
7440,20,1,1
7441,17,1,33
7442,1,1,5
7443,13,1,1
7444,26,0,5
7445,13,1,1
7446,7,1,22
7447,11,1,23
7448,4,1,4
7449,21,1,3
7450,21,1,18
7451,26,0,9
7452,0,1,9
7453,26,0,6
7454,13,1,19
7455,9,1,9737
7456,26,0,36
7457,9,1,5
7458,3,1,13
7459,4,1,25
7460,11,1,2165
7461,12,1,12
7462,8,1,30
7463,26,0,10
7464,11,1,10
7465,26,0,25
7466,4,1,10
7467,26,0,19
7468,6,1,12
7469,26,0,6
7470,26,0,29
7471,15,1,2
7472,21,1,18
7473,26,0,21
7474,26,0,9
7475,4,1,22
7476,17,1,3
7477,26,0,12
7478,23,1,1
7479,9,1,28
7480,11,1,6
7481,26,0,18
7482,26,0,25
7483,26,0,9
7484,0,1,5
7485,26,0,30
7486,7,1,15
7487,1,1,45
7488,6,1,19
7489,21,1,24
7490,7,1,16
7491,8,1,5
7492,15,1,11
7493,25,1,3
7494,26,0,7
7495,0,1,37
7496,5,1,42
7497,13,1,28
7498,1,1,43
7499,26,0,29
7500,26,0,22
7501,26,0,31
7502,26,0,9
7503,11,1,10
7504,18,1,35
7505,18,1,26
7506,22,1,44
7507,21,1,22
7508,2,1,18
7509,16,1,28
7510,11,1,18
7511,3,1,22
7512,22,1,28
7513,26,0,9
7514,7,1,20
7515,26,0,2
7516,9,1,9
7517,6,1,25
7518,19,1,36
7519,10,1,38
7520,1,1,30
7521,26,0,7
7522,1,1,19
7523,12,1,19
7524,17,1,7
7525,19,1,20
7526,17,1,17
7527,19,1,9
7528,26,0,34
7529,4,1,30
7530,26,0,1
7531,24,1,13
7532,0,1,1770
7533,21,1,14
7534,5,1,1
7535,11,1,0
7536,0,1,20
7537,26,0,12
7538,0,1,5
7539,13,1,11
7540,20,1,41
7541,13,1,19
7542,1,1,3592
7543,9,1,1
7544,20,1,22
7545,10,1,38
7546,26,0,0
7547,4,1,7
7548,18,1,2
7549,16,1,7
7550,26,0,5979
7551,7,1,4
7552,26,0,22
7553,23,1,43
7554,12,1,3
7555,12,1,30
7556,4,1,6
7557,12,1,1
7558,24,1,6
7559,23,1,5
7560,4,1,1
7561,14,1,10
7562,24,1,1
7563,26,0,42
7564,1,1,6
7565,26,0,33
7566,2,1,16
7567,6,1,32
7568,22,1,25
7569,9,1,32
7570,11,1,17
7571,10,1,44
7572,0,1,16
7573,26,0,12
7574,19,1,10
7575,21,1,23
7576,14,1,2
7577,1,1,37
7578,5,1,40
7579,14,1,2
7580,13,1,36
7581,9,1,8076
7582,26,0,2
7583,7,1,15
7584,26,0,2
7585,24,1,7396
7586,26,0,1
7587,24,1,3438
7588,19,1,31
7589,7,1,14
7590,2,1,14
7591,26,0,9
7592,26,0,1
7593,14,1,32
7594,22,1,3
7595,20,1,10
7596,25,1,18
7597,26,0,19
7598,26,0,16
7599,26,0,2241
7600,26,0,27
7601,13,1,6
7602,22,1,37
7603,20,1,3
7604,4,1,13
7605,26,0,16
7606,22,1,2
7607,1,1,6
7608,13,1,32
7609,19,1,1
7610,0,1,13
7611,26,0,17
7612,0,1,8
7613,1,1,25
7614,16,1,4
7615,13,1,17
7616,9,1,4
7617,26,0,2
7618,11,1,5
7619,4,1,35
7620,15,1,13
7621,3,1,5
7622,2,1,46
7623,26,0,19
7624,26,0,27
7625,8,1,20
7626,0,1,8
7627,19,1,13
7628,11,1,17
7629,1,1,28
7630,26,0,26
7631,7,1,35
7632,15,1,18
7633,26,0,17
7634,26,0,6
7635,3,1,25
7636,26,0,6
7637,3,1,23
7638,24,1,1
7639,20,1,34
7640,17,1,18
7641,6,1,16
7642,3,1,3
7643,2,1,13
7644,16,1,2
7645,15,1,1
7646,6,1,2
7647,0,1,29
7648,8,1,1
7649,9,1,7
7650,26,0,11
7651,26,0,26
7652,3,1,22
7653,10,1,32
7654,25,1,37
7655,26,0,15
7656,6,1,1052
7657,2,1,12
7658,14,1,27
7659,12,1,1
7660,3,1,30
7661,19,1,3072
7662,26,0,13
7663,26,0,22
7664,18,1,37
7665,26,0,17
7666,1,1,22
7667,12,1,1
7668,10,1,12
7669,3,1,20
7670,18,1,11
7671,12,1,8
7672,11,1,7
7673,22,1,5855
7674,1,1,11
7675,26,0,9
7676,10,1,2
7677,26,0,6
7678,22,1,42
7679,23,1,27
7680,10,1,16
7681,7,1,10
7682,4,1,0
7683,7,1,17
7684,26,0,14
7685,12,1,13
7686,22,1,14
7687,26,0,1
7688,6,1,16
7689,26,0,36
7690,16,1,21
7691,14,1,25
7692,15,1,22
7693,4,1,24
7694,1,1,12
7695,20,1,3
7696,26,0,29
7697,1,1,0
7698,26,0,26
7699,4,1,12
7700,26,0,4
7701,17,1,2
7702,20,1,0
7703,16,1,23
7704,22,1,11
7705,10,1,5729
7706,19,1,18
7707,26,0,6
7708,16,1,15
7709,14,1,34
7710,26,0,24
7711,9,1,23
7712,12,1,9
7713,24,1,27
7714,2,1,1
7715,4,1,25
7716,3,1,17
7717,26,0,6
7718,14,1,21
7719,26,0,36
7720,2,1,0
7721,26,0,7
7722,7,1,31
7723,4,1,36
7724,15,1,15
7725,16,1,2548
7726,26,0,19
7727,26,0,4
7728,26,0,5
7729,22,1,20
7730,26,0,0
7731,2,1,16
7732,26,0,10
7733,21,1,5
7734,26,0,16
7735,5,1,8
7736,25,1,8
7737,11,1,12
7738,26,0,30
7739,3,1,11
7740,0,1,35
7741,11,1,6132
7742,2,1,13
7743,18,1,6
7744,26,0,1290
7745,21,1,27
7746,15,1,11
7747,16,1,15
7748,26,0,31
7749,21,1,2
7750,26,0,13
7751,3,1,15
7752,13,1,35
7753,1,1,3
7754,5,1,8157
7755,26,0,41
7756,19,1,10
7757,10,1,12
7758,8,1,8
7759,15,1,6
7760,26,0,9
7761,18,1,35
7762,8,1,6
7763,11,1,35
7764,5,1,33
7765,17,1,36
7766,12,1,16
7767,0,1,18
7768,14,1,30
7769,4,1,13
7770,25,1,9
7771,19,1,7
7772,0,1,8
7773,21,1,5
7774,2,1,2
7775,26,0,0
7776,0,1,24
7777,5,1,2
7778,3,1,10
7779,26,0,22
7780,26,0,5
7781,21,1,14
7782,7,1,12
7783,26,0,3
7784,26,0,26
7785,21,1,10
7786,26,0,14
7787,17,1,25
7788,0,1,6
7789,0,1,2
7790,1,1,28
7791,6,1,6027
7792,7,1,0
7793,18,1,16
7794,26,0,4
7795,13,1,9
7796,26,0,5
7797,26,0,12
7798,19,1,32
7799,26,0,15
7800,14,1,8
7801,26,0,6
7802,26,0,2
7803,21,1,17
7804,5,1,8
7805,3,1,5
7806,2,1,44
7807,3,1,28
7808,9,1,13
7809,23,1,32
7810,0,1,25
7811,9,1,26
7812,15,1,39
7813,26,0,33
7814,0,1,19
7815,12,1,0
7816,7,1,22
7817,26,0,17
7818,3,1,22
7819,26,0,10
7820,23,1,17
7821,26,0,13
7822,15,1,28
7823,10,1,6
7824,18,1,22
7825,10,1,7
7826,4,1,7
7827,26,0,6
7828,26,0,16
7829,2,1,7
7830,9,1,3
7831,15,1,22
7832,22,1,1
7833,26,0,29
7834,26,0,0
7835,26,0,42
7836,10,1,8
7837,14,1,9
7838,25,1,2
7839,3,1,12
7840,26,0,9
